ID,SKU,Name,Manufacturer,Current Category,Suggested Category,Reason,Requires FFL
"161761","FEPTSSX191F9","FED HVYWGHT TSS 12GA 3.5"" #9 5/50","Federal","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"161765","FEPTSSX295F79","FED HVYWGHT TSS 20GA 3"" 7/9 5/50","Federal","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"161749","FEPFX154FS5","FED PR STORM 12GA 2.75"" #5 LD 25/250","Federal","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"161750","FEPFX154FS6","FED PR STORM 12GA 2.75"" #6 LD 25/250","Federal","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"161742","FEPFSX143FS3","FED PR STORM 12GA 3"" #3 STL 25/250","Federal","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"161747","FEPFX129FS5","FED PR STORM 12GA 3"" #5 LEAD 25/250","Federal","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"161748","FEPFX129FS6","FED PR STORM 12GA 3"" #6 LEAD 25/250","Federal","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"161751","FEPFX204FS5","FED PR STORM 20GA 2.75"" #5 LD 25/250","Federal","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"161743","FEPFSX207FS4","FED PR STORM 20GA 3"" #4 STL 25/250","Federal","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"161752","FEPFX258FS5","FED PR STORM 20GA 3"" #5 LEAD 25/250","Federal","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"161753","FEPFX258FS6","FED PR STORM 20GA 3"" #6 LEAD 25/250","Federal","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"161755","FEPFX289FS6","FED PR STORM 28GA 2.75"" #6 LD 25/250","Federal","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"161744","FEPFX126FS4","FED PR STRM 12GA 2.75"" #4 25/250","Federal","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"161745","FEPFX126FS5","FED PR STRM 12GA 2.75"" #5 25/250","Federal","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"161746","FEPFX126FS6","FED PR STRM 12GA 2.75"" #6 25/250","Federal","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"161754","FEPFX285FS6","FED PR STRM 28GA 3"" 7/8OZ #6 25/250","Federal","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"161385","FE30CA","FED PWRSHK 30CARB 110GR SPRN 20/200","Federal","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"161797","FESH1294B","FED SHRTY SS 12GA 1.75"" 4BCK 10/100","Federal","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"161798","FESH1298","FED SHRTY SS 12GA 1.75"" 8SHOT 10/100","Federal","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"161799","FESH129RS","FED SHRTY SS 12GA 1.75"" RFLD 10/100","Federal","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"161856","FEWF1072","FED SPEED SHOK 10GA 3.5"" #2 25/250","Federal","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"161869","FEWF1454","FED SPEED SHOK 12GA 2.75"" #4 25/250","Federal","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"161862","FEWF1422","FED SPEED SHOK 12GA 3"" #2 25/250","Federal","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"161866","FEWF1432","FED SPEED SHOK 12GA 3"" #2 25/250","Federal","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"161867","FEWF1433","FED SPEED SHOK 12GA 3"" #3 25/250","Federal","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"161863","FEWF1423","FED SPEED SHOK 12GA 3"" #3 25/250","Federal","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"161864","FEWF1424","FED SPEED SHOK 12GA 3"" #4 25/250","Federal","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"161868","FEWF1434","FED SPEED SHOK 12GA 3"" #4 25/250","Federal","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"161865","FEWF142BB","FED SPEED SHOK 12GA 3"" BB 25/250","Federal","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"161858","FEWF1332","FED SPEED SHOK 12GA 3.5"" #2 25/250","Federal","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"161859","FEWF1333","FED SPEED SHOK 12GA 3.5"" #3 25/250","Federal","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"161860","FEWF1334","FED SPEED SHOK 12GA 3.5"" #4 25/250","Federal","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"161861","FEWF133BB","FED SPEED SHOK 12GA 3.5"" BB 25/250","Federal","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"161870","FEWF1684","FED SPEED SHOK 16GA 2.75"" #4 25/250","Federal","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"161871","FEWF2092","FED SPEED SHOK 20GA 3"" #2 25/250","Federal","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"161872","FEWF2093","FED SPEED SHOK 20GA 3"" #3 25/250","Federal","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"161873","FEWF2094","FED SPEED SHOK 20GA 3"" #4 25/250","Federal","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"161857","FEWF107BB","FED SPEED SHOK BB 10GA 3.5"" 25/20","Federal","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"161807","FESS2075","FED SPR SPORT 20GA 2.75"" #7.5 25/250","Federal","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"161844","FEUSH1226","FED STL 12GA 2.75"" #6 1 OZ 25/250","Federal","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"161845","FEUSH12275","FED STL 12GA 2.75"" #7.5 1 OZ 25/250","Federal","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"161827","FETGS12875","FED TOP GUN 12GA 2.75"" #7.5 1 OZ 25/","Federal","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"161837","FETGSH1275","FED TOP GUN 12GA 2.75"" #7.5 1 OZ 25/","Federal","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"161822","FETGL1275","FED TOP GUN 12GA 2.75"" #7.5 25/250","Federal","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"161817","FETG12WS175","FED TOP GUN 12GA 2.75"" #7.5 25/250","Federal","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"161813","FETG1275","FED TOP GUN 12GA 2.75"" #7.5 25/250","Federal","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"161811","FETG12175","FED TOP GUN 12GA 2.75"" #7.5 25/250","Federal","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"161815","FETG12W75","FED TOP GUN 12GA 2.75"" #7.5 25/250","Federal","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"161836","FETGSF1288","FED TOP GUN 12GA 2.75"" #8 1 OZ 25/","Federal","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"161828","FETGS1288","FED TOP GUN 12GA 2.75"" #8 1 OZ 25/","Federal","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"161838","FETGSH128","FED TOP GUN 12GA 2.75"" #8 1 OZ 25/","Federal","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"161816","FETG12W8","FED TOP GUN 12GA 2.75"" #8 25/250","Federal","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"161812","FETG1218","FED TOP GUN 12GA 2.75"" #8 25/250","Federal","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"161814","FETG128","FED TOP GUN 12GA 2.75"" #8 25/250","Federal","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"161823","FETGL128","FED TOP GUN 12GA 2.75"" #8 25/250","Federal","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"161825","FETGL12P8","FED TOP GUN 12GA 2.75"" #8 PNK 25/250","Federal","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"161826","FETGL12US8","FED TOP GUN 12GA 2.75"" #8 RWB 25/250","Federal","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"161824","FETGL129","FED TOP GUN 12GA 2.75"" #9 25/250","Federal","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"161829","FETGS22475","FED TOP GUN 20GA 2.75"" #7.5 25/250","Federal","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"161819","FETG2075","FED TOP GUN 20GA 2.75"" #7.5 25/250","Federal","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"161820","FETG208","FED TOP GUN 20GA 2.75"" #8 25/250","Federal","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"161830","FETGS2248","FED TOP GUN 20GA 2.75"" #8 25/250","Federal","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"161821","FETG209","FED TOP GUN 20GA 2.75"" #9 25/250","Federal","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"161831","FETGS282175","FED TOP GUN 28GA 2.75"" #7.5 25/50","Federal","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"161832","FETGS28218","FED TOP GUN 28GA 2.75"" #8 25/250","Federal","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"161833","FETGS28219","FED TOP GUN 28GA 2.75"" #9 25/250","Federal","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"161783","FEPWUX1422","FED ULT STL 12GA 3"" 1.25OZ #2 25/250","Federal","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"161784","FEPWUX14224","FED ULT STL 12GA 3"" 1.25OZ #2/#4 25","Federal","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"161786","FEPWUX14235","FED ULT STL 12GA 3"" 1.25OZ #3/#5 25","Federal","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"161787","FEPWUX142BB","FED ULT STL 12GA 3"" 1.25OZ BB 25/250","Federal","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"161785","FEPWUX1422BB","FED ULT STL 12GA 3"" BB/#2 25/250","Federal","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"161788","FEPWUX2092","FED ULT STL 20GA 3"" 1OZ #2 25/250","Federal","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"161789","FEPWUX20924","FED ULT STL 20GA 3"" 1OZ #2/#4 25/250","Federal","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"161790","FEPWUX20935","FED ULT STL 20GA 3"" 1OZ #3/#5 25/250","Federal","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"161654","FEP2838","FED UPLAND 28GA #8 SHOTSHELL 25/250","Federal","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"161847","FEUSH1275","FED UPLND STL 12GA 2.75"" #7.5 25/250","Federal","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"161848","FEUSH206","FED UPLND STL 20GA 2.75"" #6 25/250","Federal","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"161849","FEUSH2075","FED UPLND STL 20GA 2.75"" #7.5 25/250","Federal","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"182466","MCR-060MS","FIGHT MCR DF UPPERR 556 MLOK 12.5""","FightLite","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"161886","FLMCR-060MS","FIGHT MCR DF UPPERR 556 MLOK 12.5""","FightLite","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"161885","FLMCR-060M","FIGHT MCR DUAL FD UPR 556 MLOK 16.25","FightLite","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"161887","FLMCR-060S","FIGHT MCR DUAL FD UPR 556 PIC 12.5""","FightLite","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"161884","FLMCR-060","FIGHT MCR DUAL FD UPR 556 PIC 16.25""","FightLite","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"161890","FLMCR-556-DFRMS","FIGHT MCR MIL DF UPR 556 MLOK 12.5""","FightLite","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"182467","MCR-556-DFRM","FIGHT MCR MIL DF UPR 556 MLOK 12.5""","FightLite","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"161889","FLMCR-556-DFRM","FIGHT MCR MIL DF UPR 556 MLOK 16.25""","FightLite","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"161891","FLMCR-556-DFRS","FIGHT MCR MIL DF UPR 556 PIC 12.5""","FightLite","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"161888","FLMCR-556-DFR","FIGHT MCR MIL DF UPR 556 PIC 16.25""","FightLite","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"161892","FLRPTR-001","FIGHT RAPTOR UPR 556 MLOK 16.25""","FightLite","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"132700","SCR-300PM","FIGHT SCR RDR 300BLK 7.25"" MLK 10RD","FightLite","Handguns","Accessories","Not an actual firearm - appears to be accessories","false"
"132701","SCR-556PM","FIGHT SCR RDR 556 7.25"" MLOK 10RD BK","FightLite","Handguns","Accessories","Not an actual firearm - appears to be accessories","false"
"161896","FLSCR-556PM","FIGHT SCR RDR 556 7.25"" MLOK 10RD BK","FightLite","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"161156","F123ST2","FIOCCHI 12GA #2 FLYWAY STEEL 25/250","Fiocchi Ammunition","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"161154","F123SGW2","FIOCCHI 12GA #2 GOLDEN 25/250","Fiocchi Ammunition","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"161157","F123ST4","FIOCCHI 12GA #4 FLYWAY STEEL 25/250","Fiocchi Ammunition","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"161155","F123SGW4","FIOCCHI 12GA #4 GOLDEN 25/250","Fiocchi Ammunition","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"161158","F12BK008","FIOCCHI 12GA 2.75"" 00BK 10/250","Fiocchi Ammunition","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"161163","F203ST2","FIOCCHI 20GA #2 FLYWAY STEEL 25/250","Fiocchi Ammunition","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"161165","F20HV5","FIOCCHI 20GA #5 HV LEAD HUNT 25/250","Fiocchi Ammunition","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"161166","F20HV75","FIOCCHI 20GA #7.5 HV LD HUNT 25/250","Fiocchi Ammunition","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"132718","FMKG9C1G2P","FMK 9C1G2 9MM 4"" 14RD 2 MAGS GRY","FMK Firearms","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"132719","FMKG9C1G2PSS","FMK 9C1G2 9MM 4"" 14RD GRY","FMK Firearms","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"132726","FMKGAG1BGB","FMK AG1 FRAME ONLY FOR GLK 19 G3 BB","FMK Firearms","Handguns","Accessories","Not an actual firearm - appears to be accessories","false"
"132725","FMKGAG1BB","FMK AG1 FRAME ONLY FOR GLK 19 G3 BLK","FMK Firearms","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"132727","FMKGAG1BJ","FMK AG1 FRAME ONLY FOR GLK 19 G3 BLU","FMK Firearms","Handguns","Accessories","Not an actual firearm - appears to be accessories","false"
"132717","FMKG9C1G2BSSCM","FMK G2 9MM 3.87"" 10RD BLACK","FMK Firearms","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"132715","FMKG9C1G2BSC","FMK G2 9MM 3.87"" 10RD BLK","FMK Firearms","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"132723","FMKG9C1G2TBSC","FMK G2 9MM 3.87"" 10RD BLK/BLUE","FMK Firearms","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"132724","FMKG9C1G2TBSSCM","FMK G2 9MM 3.87"" 10RD BLK/BLUE","FMK Firearms","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"132713","FMKG9C1G2BRTSC","FMK G2 9MM 3.87"" 10RD BLK/BRZ","FMK Firearms","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"132714","FMKG9C1G2BRTSSCM","FMK G2 9MM 3.87"" 10RD BLK/BRZ","FMK Firearms","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"132721","FMKG9C1G2SSC","FMK G2 9MM 3.87"" 10RD TI GREY","FMK Firearms","Handguns","Accessories","Not an actual firearm - appears to be accessories","false"
"132716","FMKG9C1G2BSS","FMK G2 9MM 3.87"" 14RD BLK","FMK Firearms","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"132720","FMKG9C1G2RSS","FMK G2 9MM 3.87"" 14RD BLK/FDE","FMK Firearms","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"132722","FMKG9C1G2SSS","FMK G2 9MM 3.87"" 14RD BLK/TI GRAY","FMK Firearms","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"132703","FMKG39B","FMK G3 9MM 3.87"" 10RD BLACK","FMK Firearms","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"132705","FMKG39BJ","FMK G3 9MM 3.87"" 10RD BLK/BLUE","FMK Firearms","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"132704","FMKG39BB","FMK G3 9MM 3.87"" 10RD BLK/BRZ","FMK Firearms","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"132706","FMKG39DE","FMK G3 9MM 3.87"" 10RD BLK/FDE","FMK Firearms","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"184429","RSR-FMKG39TG-1758136413643","FMK G3 9MM 3.87"" 10RD BLK/TI GRAY","FMK Firearms","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"132707","FMKG39TG","FMK G3 9MM 3.87"" 10RD BLK/TI GRAY","FMK Firearms","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"183694","RSR-FMKG39TG-1758078805643","FMK G3 9MM 3.87"" 10RD BLK/TI GRAY","FMK Firearms","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"132708","FMKG49B","FMK G3 9MM 3.87"" 14RD BLACK","FMK Firearms","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"132710","FMKG49BJ","FMK G3 9MM 3.87"" 14RD BLK/BLUE","FMK Firearms","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"132709","FMKG49BB","FMK G3 9MM 3.87"" 14RD BLK/BRZ","FMK","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"132711","FMKG49DE","FMK G3 9MM 3.87"" 14RD BLK/FDE","FMK","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"132712","FMKG49TG","FMK G3 9MM 3.87"" 14RD BLK/TI GRAY","FMK Firearms","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"162049","FN98802","FN BBL ASSEMBLY SCAR 16S 10""","FN America","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"162050","FN98814","FN BBL ASSEMBLY SCAR 17S 13""","FN America","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"132776","3868900752","FN FIVE SEVEN 5.7X28MM 10RD AS BLK","FN America","Handguns","Accessories","Not an actual firearm - appears to be accessories","false"
"132778","3868900754","FN FIVE SEVEN 5.7X28MM 10RD AS FDE","FN America","Handguns","Accessories","Not an actual firearm - appears to be accessories","false"
"132779","3868929302","FN FIVE SEVEN 5.7X28MM 10RD BLK CA","FN America","Handguns","Accessories","Not an actual firearm - appears to be accessories","false"
"132780","3868929352","FN FIVE SEVEN 5.7X28MM 10RD FDE CA","FN America","Handguns","Accessories","Not an actual firearm - appears to be accessories","false"
"132775","3868900751","FN FIVE SEVEN 5.7X28MM 20RD AS BLK","FN America","Handguns","Accessories","Not an actual firearm - appears to be accessories","false"
"132777","3868900753","FN FIVE SEVEN 5.7X28MM 20RD AS FDE","FN America","Handguns","Accessories","Not an actual firearm - appears to be accessories","false"
"132815","66-101276","FN FIVE SEVEN MRD 5.7X28MM 10RD BLK","FN America","Handguns","Accessories","Not an actual firearm - appears to be accessories","false"
"132816","66-101277","FN FIVE SEVEN MRD 5.7X28MM 10RD FDE","FN America","Handguns","Accessories","Not an actual firearm - appears to be accessories","false"
"132813","66-101274","FN FIVE SEVEN MRD 5.7X28MM 20RD BLK","FN America","Handguns","Accessories","Not an actual firearm - appears to be accessories","false"
"132814","66-101275","FN FIVE SEVEN MRD 5.7X28MM 20RD FDE","FN America","Handguns","Accessories","Not an actual firearm - appears to be accessories","false"
"161919","FN36-100830","FN FN15 SBR 556N 11.5"" SRP G2PH LE13","FN America","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"161921","FN36-101079","FN FN15 TAC3 DUTY SBR 556 11.5"" 30RD","FN America","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"182468","36-101079","FN FN15 TAC3 DUTY SBR 556 11.5"" 30RD","FN America","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"184430","RSR-FN36-101079-1758136435317","FN FN15 TAC3 DUTY SBR 556 11.5"" 30RD","FN America","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"161922","FN36-101080","FN FN15 TAC3 MOD1 SBR 556 11.5"" 30RD","FN America","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"182469","36-101080","FN FN15 TAC3 MOD1 SBR 556 11.5"" 30RD","FN America","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"184431","RSR-FN36-101080-1758136435460","FN FN15 TAC3 MOD1 SBR 556 11.5"" 30RD","FN America","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"162040","FN96-100718","FN RUSH 9TI BLK 9MM SUPPRESSOR","FN America","Handguns","NFA Products","Not an actual firearm - appears to be nfa products","true"
"162039","FN96-100717","FN RUSH 9TI FDE 9MM SUPPRESSOR","FN America","Handguns","NFA Products","Not an actual firearm - appears to be nfa products","true"
"132763","38-101242","FN SCAR 15P VPR 300BO 30RD 7.5"" BLK","FN America","Handguns","Accessories","Not an actual firearm - appears to be accessories","false"
"132764","38-101243","FN SCAR 15P VPR 300BO 30RD 7.5"" FDE","FN","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"132762","38-101240","FN SCAR 15P VPR 556 BLK 30RD 7.5","FN","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"161906","FN20-100505","FN SCAR NRCH CNVRSN FOR SCAR 17S/20S","FN America","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"161911","FN20-100826","FN SCAR SC REAR STOCK KIT","FN America","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"161907","FN20-100566","FN SCAR SSR REAR STOCK ASSEMBLY BLK","FN America","Handguns","Parts","Not an actual firearm - appears to be parts","true"
"161908","FN20-100567","FN SCAR SSR REAR STOCK ASSEMBLY FDE","FN America","Handguns","Parts","Not an actual firearm - appears to be parts","true"
"162139","FORTFM-G19-TB-BLK","FORTIS BARREL FOR GLK 19 BLACK THRD","Fortis Manufacturing, Inc.","Handguns","Parts","Not an actual firearm - appears to be parts","true"
"162141","FORTFM-G19-TB-GREY","FORTIS BARREL FOR GLK 19 GREY THRD","Fortis Manufacturing, Inc.","Handguns","Parts","Not an actual firearm - appears to be parts","true"
"162142","FORTFM-G19-TB-TIN","FORTIS BARREL FOR GLK 19 TIN THRD","Fortis Manufacturing, Inc.","Handguns","Parts","Not an actual firearm - appears to be parts","true"
"162138","FORTFM-G19-CPPR","FORTIS BARREL FOR GLOCK 19 COPPER","Fortis Manufacturing, Inc.","Handguns","Parts","Not an actual firearm - appears to be parts","true"
"162140","FORTFM-G19-TB-CPPR","FORTIS GLK19 THREADED BARREL COPPER","Fortis Manufacturing, Inc.","Handguns","Parts","Not an actual firearm - appears to be parts","true"
"162145","FORTLAS-15","FORTIS LA STOCK BLK","Fortis Manufacturing, Inc.","Handguns","Parts","Not an actual firearm - appears to be parts","true"
"162146","FORTLAS-BNDL-15","FORTIS LA STOCK W/BUFFER TUBE BLK","Fortis Manufacturing, Inc.","Handguns","Parts","Not an actual firearm - appears to be parts","true"
"162147","FORTLAS-BNDL-15-ODG","FORTIS LA STOCK W/BUFFER TUBE ODG","Fortis Manufacturing, Inc.","Handguns","Parts","Not an actual firearm - appears to be parts","true"
"162173","FORTREV-II-12-ML","FORTIS REV II FF RAIL 12.4"" MLOK BLK","Fortis Manufacturing, Inc.","Handguns","Parts","Not an actual firearm - appears to be parts","true"
"162175","FORTREV-II-15-ML","FORTIS REV II FF RAIL 15.3"" MLOK BLK","Fortis Manufacturing, Inc.","Handguns","Parts","Not an actual firearm - appears to be parts","true"
"162177","FORTREV-II-9-ML-BLK","FORTIS REV II FF RAIL 9.6 MLOK BLK","Fortis Manufacturing, Inc.","Handguns","Parts","Not an actual firearm - appears to be parts","true"
"162189","FORTSS-50-ODG","FORTIS SS FIFTY AMBI SFTY SLCTR ODG","Fortis Manufacturing, Inc.","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"162190","FORTTOR-PG-CF-15-BLK","FORTIS TORQUE GRIP CF 15 BLACK","Fortis Manufacturing, Inc.","Handguns","Parts","Not an actual firearm - appears to be parts","true"
"162191","FORTTOR-PG-CF-BLK","FORTIS TORQUE PISTOL GRIP CF BLACK","Fortis Manufacturing, Inc.","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"162192","FORTTOR-PG-CF-BLU","FORTIS TORQUE PISTOL GRIP CF BLUE","Fortis Manufacturing, Inc.","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"162193","FORTTOR-PG-CF-FDE","FORTIS TORQUE PISTOL GRIP CF FDE","Fortis Manufacturing, Inc.","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"162194","FORTTOR-PG-CF-RED","FORTIS TORQUE PISTOL GRIP CF RED","Fortis Manufacturing, Inc.","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"161267","FA1194192","FRANKFORD X-10 .22 CALIBER CONV KIT","Frankford Arsenal","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"184432","RSR-FRDFX9P4E-BLK-1758136579987","FRD ORD FX9 ELT SBA5 9MM 4"" 31RD BLK","Freedom Ordnance","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"162200","FRDFX9P4E-BLK","FRD ORD FX9 ELT SBA5 9MM 4"" 31RD BLK","Freedom Ordnance","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"182477","FX9P4E-BLK","FRD ORD FX9 ELT SBA5 9MM 4"" 31RD BLK","Freedom Ordnance","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"183697","RSR-FRDFX9P4E-BLK-1758078968991","FRD ORD FX9 ELT SBA5 9MM 4"" 31RD BLK","Freedom Ordnance","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"182478","FX9P4E-FDE","FRD ORD FX9 ELT SBA5 9MM 4"" 31RD FDE","Freedom Ordnance","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"182479","FX9P4E-ODG","FRD ORD FX9 ELT SBA5 9MM 4"" 31RD ODG","Freedom Ordnance","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
"182483","FX9P8E-BLK","FRD ORD FX9 ELT SBA5 9MM 8"" 31RD BLK","Freedom Ordnance","Handguns","Accessories","Not an actual firearm - appears to be accessories","true"
